CODIGO,DESCRIPCION,ESPECIFICACION,COSTO,SUGERIDO,DESFASE,PUBLICO,PRECIO2,PRECIO3,PRECIO4,CodigoBarras,MARCA,EnVenta,Linea
000771,Globo # 7 x100  Colores ,Ariesthef 30/12/23,0.075,0.09,0.11,0.2,12,2,0,0,044,Verdadero,055
000772,Globo # 9 x100  Colores ,-,0.09,0.11,0.19,0.3,0,0,0,0,044,Verdadero,055
000773,Globo Pencil x 100  Colores ,Bolsa x100 = 14.5 soles Ariesthef 17/07/21,0.145,0.18,19.82,20,0.3,0,0,0,044,Verdadero,055
000774,Globo # 9 x100  Metálicos Dorado y Plateado ,Ariesthef 11/05/23,0.22,0.27,0.03,0.3,0,0,0,0,044,Verdadero,055
000775,Goma Barra Stick x8 gr Uhu,Arti 29/01/24,2.432,3.04,0.46,3.5,0,0,0,40267272,070,Verdadero,056
000776,Goma Transparente x23 ml David,-,0.4167,0.52,0.18,0.7,0,0,0,0,014,Verdadero,056
000777,Goma Transparente x60 ml David,-,0.6667,0.83,0.17,1,0,0,0,0,014,Verdadero,056
000778,Goma Barra x21 gr Layconsa,-,2,2.5,0.5,3,0,0,0,792095500038,034,Verdadero,056
000779,Goma Escarchada Glitter x10 ml BLSx6 Layconsa,-,3.46,4.32,0.68,5,0,0,0,0,034,Verdadero,056
000780,Goma Barra Sticky x21 gr Artesco,RyS 04/12/23,1.65,2.06,0.44,2.5,0,0,0,7750082007536,007,Verdadero,056
000781,Goma Barra x8 gr Layconsa,-,1.02,1.27,0.23,1.5,0,0,0,792095500014,034,Verdadero,056
000782,Goma Barra Sticky x8 gr Artesco,Copy 23/10/23,0.9,1.13,0.38,1.5,0,0,0,7750082007543,007,Verdadero,056
000783,Goma Escarchada Glitter x10.5 ml x6 Metálico Ove,Copy 06/03/21,4.02,5.02,-0.02,5,0,0,0,3013016880723,045,Verdadero,056
000784,Goma Barra Sticky x40 gr Artesco,RyS 04/12/23,2.79,3.49,0.51,4,0,0,0,7750082008526,007,Verdadero,056
000785,Goma Barra Stick x21 gr Uhu,Copy 11/09/23,4.65,5.81,0.69,6.5,0,0,0,40267203,070,Verdadero,056
000786,Goma Barra Stick x40 gr Uhu,Copy 28/09/23,8.098,10.12,0.38,10.5,0,0,0,40267227,070,Verdadero,056
000787,Goma Pegapen x50 ml Transparente Uhu,-,3.59,4.49,0.51,5,0,0,0,4026700401806,070,Verdadero,056
000788,Goma Escarchada Glitter x10.5 ml x6 Neón Ove,-,3.02,3.77,1.23,5,0,0,0,0,045,Verdadero,056
000789,Goma Barra x40 gr Layconsa,RyS 04/01/22,2.78,3.47,0.53,4,0,0,0,6921583194099,034,Verdadero,056
000790,Goma Barra x36 gr Layconsa,-,3.16,3.95,0.05,4,0,0,0,0,034,Falso,056
000791,Goma Líquida Transparente  x70 ml c/aplicador Artesco,Copy 14/12/22,2.46,3.07,-0.07,3,0,0,0,7750082082854,007,Verdadero,056
000792,Grapa 26/6 x5000 Rapid,-,2.1917,2.74,0.26,3,0,0,0,0,054,Verdadero,057
000793,Grapa 26/6 x5000 Artesco,RyS 18/12/23,2.72,3.4,0.6,4,0,0,0,7750082416093,007,Verdadero,057
000794,Grapa  26/6 x1000 Artesco,Copy 22/12/23,0.72,0.9,0.6,1.5,0,0,0,7750082416109,007,Verdadero,057
000795,Grapa #10 x1000 - Baoli ,-,0.6,0.75,0.75,1.5,0,0,0,0,044,Verdadero,057
000796,Grapa 26/6 x5000 Layconsa,-,2.62,3.27,0.73,4,0,0,0,7750840003992,034,Verdadero,057
000797,Grapa 26/6 x1000 Layconsa,-,0.68,0.85,0.65,1.5,0,0,0,0,034,Verdadero,057
000798,Grapa 23/10 x1000 Artesco,RyS 25/09/23,4.5,5.63,0.38,6,0,0,0,7750082003354,007,Verdadero,057
000799,Grapa 26/6 x5000 Kp,-,1.6,2,2,4,0,0,0,0,032,Verdadero,057
000800,Grapa 26/6 x1000 Ove,-,0.47,0.59,0.41,1,0,0,0,3013016873572,045,Verdadero,057
000801,Guante Escolar Blanco ,-,0.985,1.23,0.27,1.5,0,0,0,0,044,Verdadero,058
000802,Hilo Pabilo Grande #4 ,-,0.625,0.78,0.72,1.5,0,0,0,0,044,Falso,059
000803,Hilo Pabilo Chico ,-,0.4167,0.52,0.28,0.8,0,0,0,0,044,Verdadero,059
000804,Hilo Pabilo Mediano ,-,0.6667,0.83,0.17,1,0,0,0,0,044,Falso,059
000805,Hilo Pabilo Grande ,Ariesthef 05/11/21,0.83,1.04,0.46,1.5,0,0,0,0,044,Verdadero,059
000806,Hilo Paja Rafia ,Bolsa x 12 Unids = 6.5 soles. Ariesthef 30/12/23,0.54,0.68,0.32,1,0,0,0,0,044,Verdadero,059
000807,Hilo Lana Ovillitos ,Mayorista: Juana Ramirez. Ciento = 25 soles (25/07/23),0.25,0.31,0.19,0.5,0,0,0,0,044,Verdadero,059
000808,Hilo Pabilo Mediano #3 ,Verificar,0.5417,0.68,0.12,0.8,0,0,0,0,044,Falso,059
000809,Hilo Pabilo Grande #1 ,-,0.175,0.22,0.28,0.5,0,0,0,0,044,Falso,059
000810,Hilo Soguilla Natural x10 mts,-,1.833,2.29,0.71,3,0,0,0,0,044,Verdadero,059
000811,Hilo Soguilla Natural x200 mts,Ovillo x200 mts. Ovillo x10 mt = 2.5 soles,22,27.5,2.5,30,0,0,0,0,044,Verdadero,059
000812,Hilo Soguilla Marrón x65 mts,Ovillo x65 mts. Ovillo x10 mt = 2.5 soles,8,10,2,12,0,0,0,0,044,Verdadero,059
000813,Hilo Soguilla Marrón x100 mts,Ovillo x100 mts. Ovillo x10 mt = 2.5 soles Avl King 29/09/21,20,25,0,25,0,0,0,0,044,Verdadero,059
000814,Imperdible Dorado Pequeño ,1 Caja = 11 Soles Ariesthef 16/08/23,0.0177,0.02,0.48,0.5,0.1,0,0,0,044,Verdadero,060
000815,Adornos Banderines Fiestas Patrias,Ariesthef 13/07/23,0.92,1.15,0.35,1.5,0,0,0,0,044,Verdadero,002
000816,Imperdible Plateado #0 - 25 mm ,1 Caja = 12 bolsitas x 154 Unids = 1848 Unids = 15 soles Ariesthef 18/12/23,0.008,0.01,0.49,0.5,0.1,0,0,0,044,Verdadero,060
000817,Imperdible Plateado #1 - 30 mm ,1 Caja = 6 bolsitas x 149 Unids = 894 Unids = 13 soles Ariesthef 18/12/23,0.015,0.02,0.48,0.5,0.1,0,0,0,044,Verdadero,060
000818,Imperdible Plateado #2 - 35 mm ,1 Caja = 12 bolsitas x 72 Unids = 864 Unids ; Doc = S/. 0.50 Soles. Ariesthef 10/05/23,0.015,0.02,0.48,0.5,0.1,0,0,0,044,Verdadero,060
000819,Imperdible Plateado #3 - 45 mm ,1 Caja = 6 bolsitas x 70 Unids = 420 Unids = 13 Soles Ariesthef 16/08/23,0.033,0.04,0.96,1,0.2,0,0,0,044,Verdadero,060
000820,Imperdible Plateado #4 - 55 mm ,1 Caja = 5 bolsitas x 64 Unids = 320 Unids = 14 Soles Ariesthef 16/08/23,0.044,0.05,0.95,1,0.2,0,0,0,044,Verdadero,060
000821,Imperdible Grande Nro 9,Gza = 38 soles. Largo = 8.5 cm Ariesthef 04/01/23,0.22,0.27,6.72,7,0.7,0,0,0,044,Verdadero,060
000822,Inflador Globos Fiesta ,Ariesthef 23/11/22,3.67,4.59,0.41,5,0,0,0,0,044,Verdadero,061
000823,Juego Silbato de Policía ,Ariesthef 12/10/23,0.9,1.13,0.38,1.5,0,0,0,0,044,Verdadero,062
000824,Juego Base 10 Multibase Evaflex,Aylin 19/02/22,21,26.25,5.75,32,0,0,0,7750813002656,044,Verdadero,062
000825,Juego Abaco de Madera Med 15.5x15cm Navarrete,-,8.5,10.63,-0.63,10,0,0,0,7750212054751,040,Verdadero,062
000826,Juego Globo Terráqueo Mediano Navarrete,01190001. Altura 33 cm. 07/09/22,17.9,22.37,2.63,25,0,0,0,7756303000041,040,Verdadero,062
000827,Juego Globo Terráqueo Grande Navarrete,01190002. Circunf. 69 cm x Altura 49 cm 07/09/22,28.9,36.12,8.88,45,0,0,0,0,040,Verdadero,062
000828,Juego Cubitos Madera ABC Chico x27 pzs ,Aylin 25/03/22,13,16.25,-2.25,14,0,0,0,0,044,Verdadero,062
000829,Juego Cubitos Madera ABC Grande x48 pzs ,-,12.5,15.63,4.38,20,0,0,0,0,044,Verdadero,062
000830,Juego Regletas Caja Cartón x74 pzs,Aylin 04/08/21,13,16.25,5.75,22,0,0,0,0,044,Verdadero,062
000831,Juego Regletas x74 pzs Taper,Sarita 25/02/25,13,16.25,1.75,18,0,0,0,0,044,Verdadero,062
000832,Juego Regletas x136 pzs Taper ,Vecina de Aylin,22,27.5,0.5,28,0,0,0,0,044,Verdadero,062
000833,Juego Encaje Plantado Bolsa,Aylin 25/03/22,13,16.25,-2.25,14,0,0,0,0,044,Verdadero,062
000834,Juego Geoplano Caja Cartón ,-,16,20,0,20,0,0,0,0,044,Verdadero,062
000835,Juego Xilófono Madera Grande ,-,10,12.5,2.5,15,0,0,0,0,044,Falso,062
000836,Juego Xilófono Auto ,-,10,12.5,2.5,15,0,0,0,0,044,Falso,062
000837,Juego Tangram Figuras Madera ,Aylin 05/03/21,5,6.25,1.75,8,0,0,0,0,044,Verdadero,062
000838,Juego Tambor Rojo ,-,8,10,0,10,0,0,0,0,044,Verdadero,062
000839,Juego Tambor Colores ,-,7.5,9.38,0.63,10,0,0,0,0,044,Verdadero,062
000840,Juego Tangram Goma Eva Arti Creativo,Arti 27/09/22,2.45,3.06,-0.06,3,0,0,0,7755163000420,008,Verdadero,062
000841,Juego Base 10 Multibase Envase Plástico Arti Creativo,Cajón x36 Arti 26/07/22 Verificar Precio,34.06,42.58,-2.58,40,0,0,0,4714086615244,008,Falso,062
000842,Juego Casinos Thun Hong ,Caja x12 = 17 soles. Ariesthef 07/12/23,1.42,1.77,0.23,2,0,0,0,7861167908614,044,Verdadero,062
000843,Juego Pelota Trapo Belur Chica ,Ariesthef 08/09/21,1.83,2.29,1.71,4,0,0,0,0,044,Verdadero,062
000844,Juego Encaje Casa ,Aylin 25/03/22,10,12.5,1.5,14,0,0,0,0,044,Verdadero,062
000845,Juego Obstáculos Madera ,Aylin 25/03/22,15,18.75,-2.75,16,0,0,0,0,044,Verdadero,062
000846,Juego Sólidos Geométricos Madera ,Aylin 25/03/22,18,22.5,1.5,24,0,0,0,0,044,Verdadero,062
000847,Juego Playgo x100 ,Verificar Precio,12.5,15.63,4.38,20,0,0,0,0,044,Verdadero,062
000848,Juego Xilófono Animal ,-,12,15,0,15,0,0,0,0,044,Falso,062
000849,Juego Pandereta Madera c/diseño ,-,6,7.5,0.5,8,0,0,0,0,044,Verdadero,062
000850,Juego Maracas Plástico ,-,1.5,1.88,1.13,3,0,0,0,0,044,Verdadero,062
000851,Juego Trompeta Plástico ,-,2,2.5,1.5,4,0,0,0,0,044,Verdadero,062
000852,Juego Pelota Trapo Chico ,-,0.6667,0.83,0.17,1,0,0,0,0,044,Verdadero,062
000853,Juego Dominó Grande ,-,12,15,0,15,0,0,0,0,044,Verdadero,062
000854,Juego Pasado Zapatilla Madera ,-,4,5,1,6,0,0,0,0,044,Verdadero,062
000855,Juego Yenga ,Aylin 25/03/22,11,13.75,0.25,14,0,0,0,0,044,Verdadero,062
000856,Juego Encaje Cilindro,-,8,10,6,16,0,0,0,0,044,Verdadero,062
000857,Juego Ajedrez Acrílico ,-,5,6.25,1.75,8,0,0,0,0,044,Falso,062
000858,Juego Ajedrez Damas Ludo 4 en 1 Imantado ,Aylin 19/02/22,11,13.75,1.25,15,0,0,0,0,044,Verdadero,062
000859,Juego Arena Mágica Sea Life Arti Creativo,Arti 28/02/22,24.72,30.9,-0.9,30,0,0,0,6930518974620,008,Verdadero,062
000860,Juego Xilófono Madera 8 Tonos Arti Creativo,ARTI 31/05/24,17.07,21.34,1.66,23,0,0,0,4014732120055,008,Verdadero,062
000861,Juego Xilófono Metal ,-,7,8.75,1.25,10,0,0,0,0,044,Falso,062
000862,Juego Encaje Payaso Plástico ,-,8,10,0,10,0,0,0,0,044,Falso,062
000863,Juego Encaje Conejo Plástico ,-,8,10,0,10,0,0,0,0,044,Falso,062
000864,Juego Encaje Tren Plástico ,-,8,10,0,10,0,0,0,0,044,Falso,062
000865,Juego Pandereta Plástico x2 ,-,3,3.75,1.25,5,0,0,0,0,044,Verdadero,062
000866,Juego Tambor Maracas c/maya ,-,10,12.5,0.5,13,0,0,0,0,044,Verdadero,062
000867,Juego Tambor Maracas Silbato ,-,10,12.5,0.5,13,0,0,0,0,044,Verdadero,062
000868,Juego Ajedrez Damas Backgammon,Sarita 04/11/25,12.5,15.63,2.38,18,0,0,0,0,044,Verdadero,062
000869,Juego Geoplano Plástico ,-,7,8.75,4.25,13,0,0,0,0,044,Verdadero,062
000870,Juego Abaco ,TOCTOC x6 Barras Wicho 03/05/24,8,10,3,13,0,0,0,0,044,Verdadero,062
000871,Juego Abaco Importado ,-,14,17.5,0.5,18,0,0,0,0,044,Falso,062
000872,Juego Ludo En Caja de Cartón ,-,10,12.5,0.5,13,0,0,0,0,044,Verdadero,062
000873,Juego Construcción Mochila,Aylin 25/03/22,16,20,0,20,0,0,0,0,044,Verdadero,062
000874,Juego Xilófono Madera 8 Tonos ,-,8,10,6,16,0,0,0,0,044,Verdadero,062
000875,Juego Monedas Troqueladas ,Luis 19/06/21 (1.5). Henriquez 18/10/23,0.8,1,1,2,0,0,0,0,044,Verdadero,062
000876,Juego Dominó Chico ,-,5,6.25,0.75,7,0,0,0,0,044,Verdadero,062
000877,Juego Abaco Reloj Números ,-,12,15,0,15,0,0,0,0,044,Falso,062
000878,Juego Tambor Con Platillos ,-,12,15,0,15,0,0,0,0,044,Verdadero,062
000879,Juego Encaje Plantado Caja,-,18,22.5,-6.5,16,0,0,0,0,044,Verdadero,062
000880,Juego Billetes sin Valor x50 de x10 c/billete ,Luis 08/04/23. Henriquez 18/10/23,0.9,1.13,1.88,3,0,0,0,0,044,Verdadero,062
000881,Juego Saltasoga Plástico ,Ariesthef 03/03/22,1.67,2.09,2.91,5,0,0,0,0,044,Verdadero,062
000882,Juego Saltasoga Madera ,Ariesthef 10/05/22,4.83,6.04,1.96,8,0,0,0,0,044,Verdadero,062
000883,Juego Pelota Trapo Belur Grande ,Ariesthef 12/10/23,3,3.75,1.25,5,0,0,0,0,044,Verdadero,062
000884,Juego Ludo Simple ,Ariesthef 12/08/22,0.833,1.04,0.96,2,0,0,0,0,044,Verdadero,062
000885,Lámina Cartulina 50x70 Dúplex Didáctica ,Verificar Precio,0.8,1,1.5,2.5,2,0,0,0,044,Verdadero,063
000886,Lámina Cartulina 50x70 Mural Navarrete,Navarrete 07/09/22,1.55,1.94,0.56,2.5,2,0,0,0,040,Verdadero,063
000887,Lámina Cartulina 50x70 Dúplex Reversible Navarrete,-,1.3,1.63,0.38,2,0,0,0,0,040,Verdadero,063
000888,Lámina Motivadoras Pequeños Genios Navarrete,-,13.5,16.88,0.13,17,0,0,0,0,040,Verdadero,063
000889,Lámina Escolar El Saber Regional ,-,0.23,0.29,0.71,1,0,0,0,0,044,Verdadero,063
000890,Lámina Escolar Huascarán ,millar 16 soles en diciembre,0.18,0.22,0.78,1,0,0,0,0,044,Verdadero,063
000891,Lámina Escolar Tarea Fácil ,Rafael Sanchez,0.2,0.25,0.75,1,0,0,0,0,044,Verdadero,063
000892,Lámina Escolar El Saber ,-,0.23,0.29,0.71,1,0,0,0,0,044,Verdadero,063
000893,Lámina Escolar Didáctica ,-,0.15,0.19,0.81,1,0,0,0,0,044,Verdadero,063
000894,Lámina Escolar Educativa ,-,0.18,0.22,0.78,1,0,0,0,0,044,Verdadero,063
000895,Lámina Cartulina 50x70 Mural Educativa ,Educativa 12/01/24,1.2,1.5,1,2.5,2,0,0,0,044,Verdadero,063
000896,Lámina Escolar Navarrete N/Formato Navarrete,-,0.153,0.19,0.81,1,0,0,0,0,040,Verdadero,063
000897,Lámina Escolar Aprendo Rapido ,-,0.2,0.25,0.75,1,0,0,0,0,044,Verdadero,063
000898,Lámina Escolar Don Quijote Parque,Parque 05/07/23,0.15,0.19,0.81,1,0,0,0,0,048,Verdadero,063
000899,Lámina Escolar Varios 2020 - Rafael ,-,0.22,0.27,0.73,1,0,0,0,0,044,Verdadero,063
000900,Lámina Escolar Maryland ,Compra Directa en Lima y Rafael Sanchez,0.18,0.22,0.78,1,0,0,0,0,044,Verdadero,063
000901,Lámina Cartulina 50x70 Dúplex Parque,Parque 09/03/22,1.2,1.5,1,2.5,2,0,0,0,048,Verdadero,063
000902,Lámina Poster para Folder ,abelito: Eguren 166.Para reemplazar a Folder Plástico,0.5,0.63,0.38,1,0,0,0,0,044,Verdadero,063
000903,Lámina Escolar Mis Ideas ,Rafael Sanchez,0.18,0.22,0.78,1,0,0,0,0,044,Verdadero,063
000904,Lapicero Tinta Seca Marathon 318 Retráctil - Rojo Stabilo,Copy 12/09/23,2.57,3.21,0.29,3.5,0,0,0,9556091126521,062,Verdadero,064
000905,Lapicero Tinta Seca 031 Punta Fina Tri/Hex - Negro Faber,Copy 05/03/22,0.47,0.59,0.11,0.7,7,27,0,7754111541039,018,Verdadero,064
000906,Lapicero Tinta Seca BPS Azul Pilot,Copy 13/01/24,2.14,2.67,0.33,3,0,0,0,4902505084584,052,Verdadero,064
000907,Lapicero Tinta Líquida G1 0.5 Azul Pilot,RyS 02/01/24,4.16,5.2,-0.2,5,0,0,0,4902505130212,052,Verdadero,064
000908,Lapicero Tinta Líquida G1 0.7 Dorado Pilot,RyS 04/12/23 Verificar Precio,4.16,5.2,-0.2,5,0,0,0,4902505156342,052,Verdadero,064
000909,Lapicero Tinta Seca Tops 505 F Schneider AzulL Artesco,Copy 10/03/21,0.411,0.51,0.19,0.7,0,0,0,7750082010970,007,Verdadero,064
000910,Lapicero Escarchado x12 ,Ariesthef 20/07/23 (Diale),5,6.25,0.75,7,0,0,0,0,044,Verdadero,064
000911,Lapicero Tinta Seca 060 - Rojo Faber,Copy 03/01/24,1.01,1.26,0.24,1.5,15,0,0,7754111560023,018,Verdadero,064
000912,Lapicero Tinta Seca 034 - Negro Faber,Copy 01/03/22,0.3168,0.4,0.3,0.7,7,27,0,7754111524995,018,Verdadero,064
000913,Lapicero Tinta Seca 035 Lux - Azul Faber,Copy 26/12/23,0.42,0.52,0.18,0.7,7,27,0,7754111557511,018,Verdadero,064
000914,Lapicero Tinta Seca 033 PM - Negro Faber,Copy 30/08/22,1.33,1.66,0.34,2,0,0,0,7754111523301,018,Verdadero,064
000915,Lapicero Escarchado x24 ,Luis 10/06/22,8.5,10.63,1.38,12,0,0,0,0,044,Verdadero,064
000916,Lapicero Tinta Seca BPS-GP Azul Pilot,Copy 03/01/24,2.68,3.35,0.15,3.5,0,0,0,4902505142789,052,Verdadero,064
000917,Lapicero Tinta Gel Lantu ,Luis 26/08/22,0.625,0.78,0.72,1.5,0,0,0,0,044,Verdadero,064
000918,Lapicero Escarchado Dorado/Plateado GL-501 Sabonis,Luis 02/09/23,1.5,1.88,0.13,2,0,0,0,4502027851345,057,Verdadero,064
000919,Lapicero Tinta Seca L-036 Granel - Negro Layconsa,-,0.41,0.51,0.19,0.7,0,0,0,7750840008089,034,Verdadero,064
000920,Lapicero Tinta Seca Grip 2020-M - Negro Faber,-,0.8617,1.08,-0.08,1,0,0,0,7754111544535,018,Verdadero,064
000921,Lapicero Tinta Seca 032 M Colores - Marrón Faber,Copy 29/08/22,0.43,0.54,0.16,0.7,7,27,0,7754111002998,018,Verdadero,064
000922,Lapicero Tinta Líquida c/borrador Erase It - Azul Faber,R & S (2.32). Copy 06/03/21 (2.3517),2.3517,2.94,0.56,3.5,0,0,0,7754111014168,018,Verdadero,064
000923,Lapicero Tinta Líquida Softline 1900 - Dorado Artline,-,2.45,3.06,0.44,3.5,0,0,0,4974052815522,009,Verdadero,064
000924,Lapicero Frixion BLFR7 c/tapa Azul Pilot,Copy 22/11/23,6.55,8.19,0.31,8.5,0,0,0,4902505322723,052,Verdadero,064
000925,Lapicero Tinta Seca 032 M - Azul Faber,Copy 26/12/23,0.42,0.52,0.18,0.7,7,27,0,7754111532013,018,Verdadero,064
000926,Lapicero Frixion BLRTFR07 Retráctil Azul Pilot,RyS 05/05/22,6.28,7.85,0.65,8.5,0,0,0,4902505417511,052,Verdadero,064
000927,Lapicero Tinta Seca BPGP10RF Retráctil Super Grip Azul Pilot,RyS 31/10/23,3.95,4.94,0.06,5,0,0,0,4902505154669,052,Verdadero,064
000928,Lapicero Retráctil FB-7308 4 en 1 Blanco con pita 1.0 mm Sabonis,Caja x24 Luis 20/05/21,1.25,1.56,0.94,2.5,0,0,0,0,057,Verdadero,064
000929,Lapicero Tinta Seca Cross Dorado PNP Sabonis,Luis 13/06/24,3.2,4,1,5,0,0,0,0,057,Verdadero,064
000930,Lapicero Tinta Seca L-036 Fine Estuche x10 Layconsa,RyS 15/02/24,5.52,6.9,0.1,7,0,0,0,7750840008065,034,Verdadero,064
000931,Lapicero Tinta Líquida U-Knock 0.5 mm Kp,-,1.667,2.08,0.42,2.5,0,0,0,0,032,Verdadero,064
000932,Lapicero Tinta Líquida My-Gel 0.5 mm Kp,-,1.1625,1.45,0.55,2,0,0,0,0,032,Verdadero,064
000933,Lapicero Retráctil FB-6032 - Negro Sabonis,Sabonis ,0.75,0.94,0.56,1.5,0,0,0,7502277851161,057,Verdadero,064
000934,Lapicero Tinta Seca 2013 - Negro Sabonis,Caja x24 Luis 20/05/21,0.6667,0.83,0.17,1,0,0,0,7502277850904,057,Verdadero,064
000935,Lapicero Tinta Líquida c/borrador GP-2518 Leto,Luis 18/11/23. Repuesto = 60 soles el cto.,1.5,1.88,1.13,3,0,0,0,0,044,Verdadero,064
000936,Lapicero Retráctil 2025 Sabonis,-,1.5,1.88,0.13,2,0,0,0,0,057,Verdadero,064
000937,Lapicero Retráctil 086 Oval ,-,0.72,0.9,0.6,1.5,0,0,0,0,044,Verdadero,064
000938,Lapicero Retráctil BL-190 4 en 1 0.7 mm Baile,Negro Caja x36 Luis 18/11/23,1.5,1.88,0.63,2.5,0,0,0,6941287401651,044,Verdadero,064
000939,Lapicero Tinta Líquida Muñecos - Ojos Saltones ,-,2,2.5,0.5,3,0,0,0,0,044,Falso,064
000940,Lapicero Tinta Líquida Muñecos - Dona ,Luis 01/10/22,2.5,3.13,0.88,4,0,0,0,0,044,Verdadero,064
000941,Lapicero Tinta Líquida Muñecos - Flamengo Doble ,-,2,2.5,0.5,3,0,0,0,0,044,Falso,064
000942,Lapicero Tinta Líquida Muñecos - Pájaro ,-,2.25,2.81,0.19,3,0,0,0,0,044,Falso,064
000943,Lapicero Tinta Líquida Muñecos - Pájaro,Luis 01/10/22,1.67,2.09,0.91,3,0,0,0,0,044,Verdadero,064
000944,Lapicero Tinta Seca 2003 - Azul Sabonis,-,0.28,0.35,0.15,0.5,0,0,0,7502277850768,057,Verdadero,064
000945,Lapicero Escarchado x6 ,Luis 12/04/22 Verificar Precio,2.5,3.13,0.38,3.5,0,0,0,0,044,Verdadero,064
000946,Lapicero Retráctil Tenfon - Negro Sabonis,VERIFICAR CB,0.58,0.72,0.78,1.5,0,0,0,0,057,Verdadero,064
000947,Lapicero Tinta Líquida Boil G-388 Sabonis,-,1.25,1.56,0.44,2,0,0,0,0,057,Verdadero,064
000948,Lapicero Tinta Líquida G-808 - Azul Sabonis,-,1.167,1.46,0.54,2,0,0,0,6941287808054,057,Verdadero,064
000949,Lapicero Retráctil 3099 Metálico Sabonis,-,2.5,3.13,1.38,4.5,0,0,0,0,057,Verdadero,064
000950,Lapicero Tinta Líquida c/borrador Standford,-,2.5717,3.21,0.29,3.5,0,0,0,0,063,Verdadero,064
000951,Lapicero Tinta Líquida My-Metal 0.7 mm Estuche x7 Kp,-,7.55,9.44,0.56,10,0,0,0,0,032,Verdadero,064
000952,Lapicero Tinta Líquida c/borrador Frixy Max - Azul Layconsa,-,2.583,3.23,0.27,3.5,0,0,0,6931190732959,034,Verdadero,064
000953,Lapicero Retráctil 2068 Sabonis,-,1.083,1.35,0.65,2,0,0,0,0,057,Verdadero,064
000954,Lapicero Escarchado x30 ,-,10,12.5,2.5,15,0,0,0,0,044,Verdadero,064
000955,Lapicero Escarchado x36 ,-,12,15,3,18,0,0,0,0,044,Verdadero,064
000956,Lapicero Tinta Invisible Mágico,Luis 23/06/23,1,1.25,1.75,3,0,0,0,0,044,Verdadero,064
000957,Lapicero Tinta Líquida G1 Ove Az Ro Ne,Copy 29/08/22,0.9033,1.13,0.37,1.5,0,0,0,0,045,Verdadero,064
000958,Lapicero Tinta Seca 032 M - Rojo Faber,Copy 07/12/23,0.417,0.52,0.18,0.7,7,27,0,7754111532020,018,Verdadero,064
000959,Lapicero Tinta Seca 032 M - Negro Faber,Copy 07/12/23,0.417,0.52,0.18,0.7,7,27,0,7754111532037,018,Verdadero,064
000960,Lapicero Tinta Líquida c/borrador Erase It - Rojo Faber,R & S =  2.32 unid,2.32,2.9,0.6,3.5,0,0,0,7754111014205,018,Verdadero,064
000961,Lapicero Tinta Líquida c/borrador Erase It - Negro Faber,R & S =  2.98 unid,2.32,2.9,0.6,3.5,0,0,0,0,018,Verdadero,064
000962,Lapicero Tinta Seca 032 M Colores - Dorado Faber,Copy 29/08/22,0.43,0.54,0.16,0.7,7,27,0,7754111003001,018,Verdadero,064
000963,Lapicero Tinta Seca 032 M Colores - Verde Limón Faber,Copy 20/10/23,0.44,0.55,0.15,0.7,7,27,0,7754111000703,018,Verdadero,064
000964,Lapicero Tinta Seca 032 M Colores - Naranja Faber,Copy 23/10/23,0.43,0.54,0.16,0.7,7,27,0,7754111000628,018,Verdadero,064
000965,Lapicero Tinta Seca 032 M Colores - Celeste Faber,Copy 30/08/22,0.43,0.54,0.16,0.7,7,27,0,7754111000642,018,Verdadero,064
000966,Lapicero Tinta Seca 032 M Colores - Verde Faber,Copy 20/10/23,0.44,0.55,0.15,0.7,7,27,0,7754111532044,018,Verdadero,064
000967,Lapicero Tinta Seca 032 M Colores - Plateado Faber,Copy 29/08/22,0.43,0.54,0.16,0.7,7,27,0,7754111015363,018,Verdadero,064
000968,Lapicero Tinta Seca 032 M Colores - Rosado Faber,Copy 29/08/22,0.43,0.54,0.16,0.7,7,27,0,7754111000666,018,Verdadero,064
000969,Lapicero Tinta Seca 032 M Colores - Morado Faber,Copy 29/08/22,0.43,0.54,0.16,0.7,7,27,0,7754111000680,018,Verdadero,064
000970,Lapicero Tinta Seca Grip 2020-M - Verde Faber,-,0.8617,1.08,-0.08,1,0,0,0,7754111544542,018,Verdadero,064
000971,Lapicero Tinta Seca 033 PM - Rojo Faber,Copy 05/03/22,1.33,1.66,0.34,2,0,0,0,7754111523202,018,Verdadero,064
000972,Lapicero Tinta Seca 033 PM - Azul Faber,Copy 30/08/22,1.33,1.66,0.34,2,0,0,0,7754111523103,018,Verdadero,064
000973,Lapicero Tinta Seca 035 Lux - Rojo Faber,Copy 07/12/23,0.417,0.52,0.18,0.7,7,27,0,7754111557214,018,Verdadero,064
000974,Lapicero Tinta Seca 035 Lux - Negro Faber,Copy 07/12/23,0.417,0.52,0.18,0.7,7,27,0,7754111557993,018,Verdadero,064
000975,Lapicero Tinta Seca 034 - Azul Faber,Copy 22/03/22,0.3168,0.4,0.3,0.7,7,27,0,7754111524513,018,Verdadero,064
000976,Lapicero Tinta Seca 034 - Rojo Faber,Copy 08/03/22,0.3168,0.4,0.3,0.7,7,27,0,7754111524216,018,Verdadero,064
000977,Lapicero Tinta Seca 060 - Azul Faber,Copy 03/01/24,1.01,1.26,0.24,1.5,15,0,0,7754111560016,018,Verdadero,064
